Term,ID,Source_Sheet,Source_DB,Gene
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,GMPPB
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,PFKL
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,TPI1
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,ALDOA
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,TKFC
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,FBP1
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,FCSK
Fructose and mannose metabolism,path:hsa00051,Gluconeogenesis,kegg,ENOSF1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,PDHA1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,PCK1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,PKLR
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,GLO1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,LDHD
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,HAGH
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,PC
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ME2
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ME3
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,MDH1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,LDHAL6A
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ACSS2
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ACOT12
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ALDH2
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ACAT1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ACACA
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,GRHPR
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,DLAT
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,DLD
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ACYP1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,FH
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,AKR1A1
Pyruvate metabolism,path:hsa00620,Gluconeogenesis,kegg,ADH1A
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ALDOA
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ALDH2
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ALDH3A1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,AKR1A1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ADH1A
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PDHA1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,DLAT
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,LDHAL6A
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PKLR
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ENO1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PGAM4
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,GAPDH
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,TPI1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PFKL
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,FBP1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,GPI
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PGM1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,HK1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,GCK
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,GALM
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,G6PC1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,DLD
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PGK1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,PCK1
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,BPGM
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ACSS2
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,ADPGK
Glycolysis / Gluconeogenesis,path:hsa00010,Gluconeogenesis,kegg,MINPP1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,SLC2A1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PDHA1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PKM
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GCK
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PFKL
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PGAM4
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GCG
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GCGR
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GNAS
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,ADCY2
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PRKACA
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GYS1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PYGB
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,GNAQ
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PLCB1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CREB3
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PPP4R3C
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CRTC2
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,SIK2
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CREBBP
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PPARGC1A
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PCK1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,G6PC
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,FOXO1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PRMT1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,SIK1B
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,AKT3
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PDE3B
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CPT1C
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PHKA1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CALML6
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PPP3CA
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,FBP1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PFKFB1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,ACACA
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PRKAG2
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,CAMK2A
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,ITPR1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,LDHAL6A
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,SIRT1
Glucagon signaling pathway,path:hsa04922,Gluconeogenesis,kegg,PPARA
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,TSC1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,INPP5A
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,INPPL1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,IKBKB
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,MAPK8
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PTPRF
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PTPN1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SOCS4
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,ELK1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,MKNK2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,MAPK1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,FASN
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PRKAG2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,INS
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,LIPE
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PPP1CA
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PKLR
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,GYS1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,CALML6
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PRKACA
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,ACACA
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,EIF4EBP1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RPS6
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PYGB
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,FOXO1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RPTOR
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SOS1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,HRAS
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,EIF4E
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,MAP2K1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SHC2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,TRIP10
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,INSR
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RPS6KB1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,GRB2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,BAD
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,TSC2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,ARAF
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PCK1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,G6PC
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,MTOR
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PDE3B
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,FBP1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,EXOC7
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PPARGC1A
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SORBS1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RHEB
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,AKT3
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PIK3CA
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RHOQ
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,GSK3B
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SREBF1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,RAPGEF1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,GCK
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,CRK
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PRKCI
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SH2B2
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,SLC2A4
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,PDPK1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,CBL
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,IRS1
Insulin signaling pathway,path:hsa04910,Gluconeogenesis,kegg,FLOT1...
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,SLC9A3
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,SLC4A4
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,CA4
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,CA2
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,GLS2
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,GLUD1
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,ATP1B4...
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,AQP1
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,SLC38A3
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,SLC25A10
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,MDH1
Proximal tubule bicarbonate reclamation,path:hsa04964,Gluconeogenesis,kegg,PCK1
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,GPI
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,RBKS
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PGM2
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,DERA
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PRPS1L1
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,TKT
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,RPIA
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,RPE
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,ALDOA
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PFKL
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,FBP1
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PGD
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PGLS
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,G6PD
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,IDNK
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,RGN
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,TALDO1
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,PGM1
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,GLYCTK
Pentose phosphate pathway,path:hsa00030,Gluconeogenesis,kegg,H6PD
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,NFKB1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,NFKBIA
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PTPN11
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,SOCS3
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,CPT1C
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,G6PC1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PCK1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,ACSL1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,LEP
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,POMC
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PRKAG2
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,ADIPOQ
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,ACACB
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PPARA
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,ADIPOR1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PRKCQ
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,LEPR
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,CAMKK2
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,NPY
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,RXRA
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,SLC2A1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,CHUK
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,TNFRSF1B
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,AGRP
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,STAT3
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,MAPK8
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,AKT3
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,MTOR
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,TRAF2
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,IRS1
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,TNFRSF1A
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,CD36
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,PPARGC1A
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,TRADD
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,JAK2
Adipocytokine signaling pathway,path:hsa04920,Gluconeogenesis,kegg,TNF
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,100509620...
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,GK
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PCK1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PLIN2
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,CD36
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,SLC27A5
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,FABP4
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PPARA
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,RXRA
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PPARD
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PPARG
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,SCP2
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ACAA1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ACADM
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ACADL
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,EHHADH
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,CPT2
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,CPT1C
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ACSL1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,OLR1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,LPL
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,FABP3
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,CYP7A1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,SLC27A4
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,HMGCS1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,SORBS1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,MMP1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ANGPTL4
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ACOX1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,ILK
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,FABP1
PPAR signaling pathway,path:hsa03320,Gluconeogenesis,kegg,PDPK1
